arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30.0,4.073,262144,4747745.155492237
30.0,4.639,32768,1141832.455072547
30.0,5.649,4096,1195274.2850421404
30.0,7.918,512,3365703.9892480145
30.0,16.772,64,1135479.4771487506
