arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,26879296.674241647
24.0,4.639,32768,9635927.489074988
24.0,5.649,4096,9412287.628930971
24.0,7.918,512,9927517.639144339
24.0,16.772,64,10812165.192311112
