arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,1750957.2525213172
36.0,4.639,32768,1439477.1329229234
36.0,5.649,4096,249139.55692342395
36.0,7.918,512,82094.93332112524
36.0,16.772,64,23764.95280870551
