arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,3136725.63279481
38.0,4.639,32768,644991.6665399639
38.0,5.649,4096,192922.45445515148
38.0,7.918,512,50393.664879625496
38.0,16.772,64,18148.632345165846
