arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,444498.32144227496
38.0,4.639,32768,1144012.8147936107
38.0,5.649,4096,100958.39906119747
38.0,7.918,512,35877.02958718851
38.0,16.772,64,14345.259286607545
