arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,681931.8688446815
40.0,4.639,32768,458577.7923144556
40.0,5.649,4096,150205.3026560647
40.0,7.918,512,29521.443714696612
40.0,16.772,64,11139.372962604313
