arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,3026204.2945668753
26.0,4.639,32768,7326251.709788642
26.0,5.649,4096,1795634.0011867674
26.0,7.918,512,2294366.768357666
26.0,16.772,64,2667653.2292829966
