arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,2789304.9398774956
38.0,4.639,32768,936198.3678601453
38.0,5.649,4096,249891.99188649483
38.0,7.918,512,40255.53892323391
38.0,16.772,64,14407.974736235485
