arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,5397168.970806825
22.0,4.639,32768,12388829.464514636
22.0,5.649,4096,13535757.262584167
22.0,7.918,512,14116906.810561972
22.0,16.772,64,13720136.442231178
