arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,14752541.377832634
22.0,4.639,32768,15543003.704974627
22.0,5.649,4096,12300579.763456436
22.0,7.918,512,13281266.409956807
22.0,16.772,64,13929591.222733423
