arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,4199805.541096516
36.0,4.639,32768,1473112.7933871867
36.0,5.649,4096,255854.8316506843
36.0,7.918,512,60434.15436655004
36.0,16.772,64,23515.419622026737
