arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,2259976.011587734
40.0,4.639,32768,938279.1176696836
40.0,5.649,4096,131769.18409097023
40.0,7.918,512,42382.07537391249
40.0,16.772,64,14495.290062637589
