arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,11348414.997467885
24.0,4.639,32768,11474721.849031419
24.0,5.649,4096,9766277.595345782
24.0,7.918,512,10236997.278874747
24.0,16.772,64,10678501.966609221
