arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,12228979.963809082
22.0,4.639,32768,14543246.95166908
22.0,5.649,4096,14939916.74708303
22.0,7.918,512,14356081.87515866
22.0,16.772,64,14149423.03307255
