arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,2870488.8990642345
30.0,4.639,32768,1011639.7760695256
30.0,5.649,4096,2433553.264873198
30.0,7.918,512,536998.3584704892
30.0,16.772,64,492352.7614251798
