arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,12862865.394047005
20.0,4.639,32768,16998033.8917446
20.0,5.649,4096,17350189.010140378
20.0,7.918,512,16368945.790839586
20.0,16.772,64,16763288.761884226
