arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,3760329.2619061964
26.0,4.639,32768,8383440.556022569
26.0,5.649,4096,2851966.1452659285
26.0,7.918,512,3323631.5383601114
26.0,16.772,64,2608393.035870553
