arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,1168576.9455572877
32.0,4.639,32768,3610702.6968184463
32.0,5.649,4096,618410.4440992244
32.0,7.918,512,167018.81528738013
32.0,16.772,64,131309.43195368716
