arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,5555152.675054845
20.0,4.639,32768,8717244.870249258
20.0,5.649,4096,5013774.190173407
20.0,7.918,512,5774761.861804173
20.0,16.772,64,6163925.117836118
