arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,2686549.1697080475
36.0,4.639,32768,964288.5551654132
36.0,5.649,4096,261156.4386684732
36.0,7.918,512,69913.4531331417
36.0,16.772,64,21440.160050708575
