arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40.0,4.073,262144,502814.5021963865
40.0,4.639,32768,2831431.4436581368
40.0,5.649,4096,224448.01627771184
40.0,7.918,512,44950.94772082119
40.0,16.772,64,16347.565323313438
