arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,2530153.614977952
36.0,4.639,32768,1248056.9030949671
36.0,5.649,4096,356884.83486693574
36.0,7.918,512,61063.461128566894
36.0,16.772,64,22742.075257108794
