arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,8282926.306921908
22.0,4.639,32768,7011989.964855626
22.0,5.649,4096,3778949.62837453
22.0,7.918,512,5446594.236673501
22.0,16.772,64,4641494.678205825
