arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,6714092.253841691
20.0,4.639,32768,6983047.3351105815
20.0,5.649,4096,5636961.165687413
20.0,7.918,512,5751898.181802248
20.0,16.772,64,5954231.529112132
