arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36.0,4.073,262144,2716587.2781959353
36.0,4.639,32768,1287818.9387910864
36.0,5.649,4096,256394.18527142928
36.0,7.918,512,65744.0998341296
36.0,16.772,64,29048.909101720154
