arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30.0,4.073,262144,673800.7271983313
30.0,4.639,32768,4154685.7198033645
30.0,5.649,4096,2681605.4279858177
30.0,7.918,512,1399787.0194036663
30.0,16.772,64,589363.2977926264
