arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,14051994.374273853
20.0,4.639,32768,19734524.192933585
20.0,5.649,4096,14924505.798068523
20.0,7.918,512,18857488.434198733
20.0,16.772,64,17034935.150859132
