arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,4288340.716485224
24.0,4.639,32768,1093786.995399927
24.0,5.649,4096,4126072.6303155404
24.0,7.918,512,3377834.3590706163
24.0,16.772,64,3799736.329773028
