arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,1443581.2083322504
22.0,4.639,32768,3025714.8603412714
22.0,5.649,4096,4464058.07705433
22.0,7.918,512,4945450.6556108715
22.0,16.772,64,4901336.7479380565
