arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,8318613.3704423355
28.0,4.639,32768,5440136.952254327
28.0,5.649,4096,4883562.550200212
28.0,7.918,512,3353561.5480564837
28.0,16.772,64,4140553.1434053592
