arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26.0,4.073,262144,2543393.2364825145
26.0,4.639,32768,4386797.454207112
26.0,5.649,4096,5576173.017914527
26.0,7.918,512,7713744.308028754
26.0,16.772,64,7352587.593696113
