arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,10663355.850387203
22.0,4.639,32768,3662353.863128193
22.0,5.649,4096,3809655.0614891634
22.0,7.918,512,4928559.167349825
22.0,16.772,64,5304894.502062411
