arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30.0,4.073,262144,1041009.4420777364
30.0,4.639,32768,3913543.8719085543
30.0,5.649,4096,3274398.494267917
30.0,7.918,512,561399.4990200829
30.0,16.772,64,854288.9388784101
