arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,1672249.3817544081
36.0,4.639,32768,696794.2075555738
36.0,5.649,4096,168060.72159192938
36.0,7.918,512,48162.67281827287
36.0,16.772,64,14045.318223522028
