arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,19201972.60205201
38.0,4.639,32768,415722.99741294084
38.0,5.649,4096,230286.93403447795
38.0,7.918,512,46860.11086201141
38.0,16.772,64,18698.065568395035
