arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,2023009.6823554751
32.0,4.639,32768,1362185.646657606
32.0,5.649,4096,565554.4239894159
32.0,7.918,512,234638.5192226545
32.0,16.772,64,86962.4893272956
