arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,1563928.838125955
24.0,4.639,32768,3767443.1579976096
24.0,5.649,4096,4257945.0665877545
24.0,7.918,512,2924137.482669377
24.0,16.772,64,3714646.589234163
