arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,827703.5127930774
36.0,4.639,32768,1438178.758445208
36.0,5.649,4096,154607.7527422218
36.0,7.918,512,72741.39474192119
36.0,16.772,64,22328.19999462563
