arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,213220.90056793214
32.0,4.639,32768,333892.18825093826
32.0,5.649,4096,130673.42995804465
32.0,7.918,512,105412.44299891735
32.0,16.772,64,55713.659456187226
