arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,1260571.8747322583
28.0,4.639,32768,1186251.6813771015
28.0,5.649,4096,1247210.7638883654
28.0,7.918,512,1395083.0333381593
28.0,16.772,64,1226807.205421455
