arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,1120012.4407657264
24.0,4.639,32768,4145868.1453977767
24.0,5.649,4096,3647586.1120698713
24.0,7.918,512,3236682.5429895036
24.0,16.772,64,3926037.6676317053
