arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
28.0,4.073,262144,7367674.960548002
28.0,4.639,32768,17700345.73457708
28.0,5.649,4096,4427444.869805495
28.0,7.918,512,4912180.860807753
28.0,16.772,64,4669000.976252307
