arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
24.0,4.073,262144,2408826.691498581
24.0,4.639,32768,11943584.492133424
24.0,5.649,4096,11731340.012816567
24.0,7.918,512,10898245.458427608
24.0,16.772,64,10557298.10143713
