arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,8134330.274279131
34.0,4.639,32768,1078753.8162949877
34.0,5.649,4096,231455.0713961567
34.0,7.918,512,65979.74730930697
34.0,16.772,64,21814.22056824401
