arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,1143036.968598129
32.0,4.639,32768,1198781.8257185083
32.0,5.649,4096,1005183.1845783136
32.0,7.918,512,194977.2282267855
32.0,16.772,64,93834.94217507677
