arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,4167581.411108606
32.0,4.639,32768,1858341.0371611018
32.0,5.649,4096,290798.51905572007
32.0,7.918,512,223161.31900712542
32.0,16.772,64,87181.10857290127
