arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,12763657.882670155
20.0,4.639,32768,19132269.21300853
20.0,5.649,4096,21471126.44761718
20.0,7.918,512,16607840.00475971
20.0,16.772,64,16887198.17918627
