arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,550976.9444849757
34.0,4.639,32768,1205443.2537772153
34.0,5.649,4096,193218.78110318366
34.0,7.918,512,50814.63120991827
34.0,16.772,64,22325.708499395936
