arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,772792.0588269525
38.0,4.639,32768,123962.80662359981
38.0,5.649,4096,179281.2913050327
38.0,7.918,512,41179.090944312986
38.0,16.772,64,13359.491008268242
