arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,1438659.1225113056
30.0,4.639,32768,153154.6967644153
30.0,5.649,4096,904764.3105693328
30.0,7.918,512,325391.27114291186
30.0,16.772,64,208746.1164501031
