arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
32.0,4.073,262144,20602609.5178389
32.0,4.639,32768,1138056.3676268412
32.0,5.649,4096,461661.34692542756
32.0,7.918,512,127397.29068155256
32.0,16.772,64,76476.17049120595
