arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,7847491.248748163
30.0,4.639,32768,3738810.0710439947
30.0,5.649,4096,1224377.8363956937
30.0,7.918,512,173232.69263623422
30.0,16.772,64,144656.50226311985
