arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,3886904.7100736853
40.0,4.639,32768,1287772.0990163593
40.0,5.649,4096,169547.3979186941
40.0,7.918,512,28199.579110334253
40.0,16.772,64,11086.498049429314
