arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,1221722.7396881012
38.0,4.639,32768,626178.5448568164
38.0,5.649,4096,314136.10219934926
38.0,7.918,512,54308.1953299868
38.0,16.772,64,12389.026353995701
