arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,7435161.087206719
20.0,4.639,32768,20053227.770777952
20.0,5.649,4096,18258355.830833673
20.0,7.918,512,15809493.180203026
20.0,16.772,64,17522617.75890178
