arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,2127595.0298644714
30.0,4.639,32768,2531358.730855427
30.0,5.649,4096,906103.7580172593
30.0,7.918,512,158041.40386936584
30.0,16.772,64,629660.1475534242
