arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,1069916.2091126575
34.0,4.639,32768,2348212.083912567
34.0,5.649,4096,249842.70910114626
34.0,7.918,512,91449.54429629489
34.0,16.772,64,26556.49820665368
