arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,1688250.239485249
38.0,4.639,32768,445342.64800151356
38.0,5.649,4096,165615.53871844272
38.0,7.918,512,57820.20122759865
38.0,16.772,64,19619.40898702099
