arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
34.0,4.073,262144,4569718.415989436
34.0,4.639,32768,1465551.487181532
34.0,5.649,4096,398841.13046174165
34.0,7.918,512,93742.61681860604
34.0,16.772,64,29878.345988357523
