arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,1049027.849371026
34.0,4.639,32768,757970.2413723114
34.0,5.649,4096,253237.59916726427
34.0,7.918,512,65907.5245628297
34.0,16.772,64,26547.451365432426
