arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
22.0,4.073,262144,29952603.29228433
22.0,4.639,32768,11848640.575948492
22.0,5.649,4096,15157108.521148749
22.0,7.918,512,15062858.4320836
22.0,16.772,64,13883336.413743384
