arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,4374715.39452694
24.0,4.639,32768,4477796.121654379
24.0,5.649,4096,5105787.033943151
24.0,7.918,512,3886161.1592539493
24.0,16.772,64,3571404.342938643
