arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
20.0,4.073,262144,10690671.773362
20.0,4.639,32768,19736896.21653529
20.0,5.649,4096,15057470.13096121
20.0,7.918,512,17835057.224048175
20.0,16.772,64,17107104.549579743
