arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38.0,4.073,262144,679415.1448591648
38.0,4.639,32768,2191748.979525028
38.0,5.649,4096,163639.89716753064
38.0,7.918,512,52368.739530372506
38.0,16.772,64,17352.01639579677
